sex,id,is_recid,rand
Male,57,1,0.722463712
Male,47,0,0.808471256
Male,50,0,0.920235947
Male,73,0,0.002954177
Male,94,0,0.65812126
Male,47,0,0.741251889
Male,71,0,0.238210147
Female,43,1,0.649864931
Female,88,0,0.721254982
Female,108,1,0.068637048
Male,58,0,0.585150777
Female,13,0,0.530312755
Male,25,0,0.824957229
Male,57,1,0.656451103
Female,9,1,0.796818368
Male,67,1,0.085228161
Male,15,1,0.258314863
Female,9,1,0.996381903
Female,10,1,0.388217851
Female,63,0,0.701061811
Female,23,0,0.897906378
Male,18,0,0.61823105
Female,80,0,0.027370591
Female,64,1,0.140201299
Male,76,1,0.645403138
Male,22,0,0.358240273
Female,100,0,0.582387079
Male,78,0,0.624104123
Female,23,0,0.471288897
Male,24,0,0.443261374
Female,111,0,0.926279445
Female,36,1,0.253108095
Female,5,1,0.03792116
Male,6,1,0.926562679
Male,83,0,0.836974675
Male,107,0,0.094287257
Male,37,1,0.711806483
Male,68,1,0.711654979
Male,65,0,0.528000509
Female,93,0,0.655562498
Female,89,0,0.554372409
Male,48,1,0.770881389
Male,21,1,0.117410279
Female,41,0,0.801402777
Male,112,0,0.330912564
Female,41,0,0.194550808
Male,7,1,0.058792612
Female,45,0,0.445203861
Male,27,1,0.224112212
Male,32,0,0.879483367
Male,12,1,0.497151063
Female,30,1,0.946204358
Male,32,0,0.482666308
Female,13,0,0.0487633
Male,12,1,0.212457282
Female,61,0,0.442861497
Male,40,1,0.029206343
Male,7,1,0.32545156
Male,90,1,0.764782697
Female,79,0,0.275652807
Female,43,1,0.876670523
Female,88,0,0.474159823
Female,109,1,0.090158424
Female,13,0,0.573444217
Female,49,1,0.678598485
Male,117,0,0.340082836
Female,91,0,0.427015484
Male,40,1,0.774808449
Female,89,0,0.695179355
Female,99,0,0.453763874
Female,29,0,0.964155765
Male,24,0,0.294631208
Female,66,0,0.279564811
Female,14,0,0.593582048
Male,117,0,0.200265991
Male,65,0,0.750454398
Male,107,0,0.753523146
Male,18,0,0.322903965
Male,105,0,0.221954166
Male,103,0,0.064119174
Female,79,0,0.36894898
Female,13,0,0.388479884
Male,32,0,0.106414357
Male,32,0,0.388116082
Female,95,1,0.816201398
Female,31,0,0.830079235
Female,23,0,0.247026481
Male,7,1,0.76259292
Male,60,1,0.126795244
Male,62,1,0.550224963
Female,64,1,0.675963404
Female,115,1,0.140909412
Female,82,0,0.766288373
Male,20,0,0.684349957
Male,19,0,0.829250266
Male,74,1,0.415338858
Male,65,0,0.528590986
Male,25,0,0.382888078
Female,23,0,0.655018171
Male,113,0,0.171114432
Male,113,0,0.233720189
Male,118,1,0.889519798
Male,94,0,0.910192107
Female,108,1,0.050865212
Male,6,1,0.592308715
Male,28,1,0.086159582
Male,27,1,0.490661728
Female,38,0,0.767991865
Male,60,1,0.72062748
Female,95,1,0.154525051
Male,35,1,0.677390706
Male,90,1,0.614178967
Female,43,1,0.141813911
Male,27,1,0.242114821
Male,118,1,0.558189652
Male,90,1,0.536500424
Female,102,1,0.742823653
Female,101,0,0.21584239
Male,48,1,0.233316532
Male,71,0,0.677335973
Female,11,1,0.121530903
Female,89,0,0.696970457
Female,5,1,0.246567138
Female,98,1,0.748569994
Female,87,1,0.593445612
Female,95,1,0.668075915
Female,75,0,0.47678334
Male,58,0,0.857190822
Female,10,1,0.796642992
Male,47,0,0.38400241
Male,27,1,0.907922016
Male,116,0,0.570861307
Male,55,0,0.19643225
Male,40,1,0.312274192
Female,54,1,0.40498345
Female,46,0,0.277944604
Male,55,0,0.630303383
Female,11,1,0.172871599
Female,11,1,0.78464461
Female,14,0,0.588669763
Male,4,1,0.13352499
Male,52,1,0.249751511
Male,60,1,0.456106778
Male,52,1,0.263464957
Male,40,1,0.352016537
Male,112,0,0.649576751
Male,12,1,0.227922895
Male,62,1,0.126768498
Female,86,1,0.968651292
Male,18,0,0.367342727
Female,5,1,0.005366761
Male,103,0,0.725962288
Female,39,0,0.840305692
Male,114,1,0.286080422
Female,10,1,0.681329369
Male,4,1,0.310729669
Male,55,0,0.23365736
Male,18,0,0.860741541
Female,101,0,0.146453218
Male,112,0,0.7473715
Female,79,0,0.650563932
Male,67,1,0.477175527
Female,64,1,0.655112057
Female,95,1,0.391762905
Male,7,1,0.698990945
Female,10,1,0.603291697
Male,18,0,0.730006868
Male,90,1,0.929130027
Male,7,1,0.246264105
Male,32,0,0.507913539
Male,15,1,0.289402868
Female,13,0,0.547080466
Female,14,0,0.329095661
Female,14,0,0.752144787
Male,21,1,0.171883729
Female,95,1,0.522132439
Female,99,0,0.21110584
Female,82,0,0.979022405
Male,65,0,0.952383817
Male,26,1,0.821396972
Male,65,0,0.578086069
Female,95,1,0.408052371
Female,63,0,0.059397014
Female,111,0,0.633743505
Male,71,0,0.848440435
Male,78,0,0.813100052
Female,81,1,0.917894772
Female,72,0,0.822479541
Female,86,1,0.771558744
Male,1,0,0.372473649
Female,9,1,0.147396963
Male,21,1,0.712625091
Female,46,0,0.775639002
Female,106,1,0.208727766
Male,8,0,0.026152091
Male,117,0,0.04792031
Female,9,1,0.516810489
Female,61,0,0.062038979
Female,34,1,0.395211497
Male,27,1,0.26088235
Male,118,1,0.500122748
Male,74,1,0.814449688
Female,51,0,0.608228063
Male,57,1,0.835370135
Male,37,1,0.65874077
Female,39,0,0.773931379
Male,116,0,0.883027241
Female,109,1,0.515726268
Male,1,0,0.403292821
Male,67,1,0.617589325
Female,45,0,0.498158053
Female,93,0,0.283692004
Male,92,0,0.159184065
Male,56,0,0.141159536
Female,85,1,0.040207643
Male,17,0,0.926801886
Male,6,1,0.153692737
Male,116,0,0.751086735
Male,7,1,0.797257042
Female,5,1,0.823630759
Male,37,1,0.353043406
Male,78,0,0.075523939
Male,8,0,0.101548254
Male,56,0,0.939038094
Female,33,1,0.086694947
Male,7,1,0.384346297
Female,108,1,0.552392183
Female,104,1,0.073424025
Male,18,0,0.934042171
Female,91,0,0.965685437
Male,68,1,0.34529126
Female,64,1,0.376254019
Male,6,1,0.111097838
Female,10,1,0.108826414
Female,75,0,0.244885341
Male,42,1,0.978461619
Female,82,0,0.716224763
Male,83,0,0.739212709
Female,39,0,0.778378463
Female,43,1,0.203543824
Male,15,1,0.10239568
Male,94,0,0.524077168
Male,50,0,0.671482362
Female,80,0,0.250072788
Male,77,1,0.72114483
Male,71,0,0.904675174
Male,20,0,0.316762556
Male,83,0,0.509524789
Female,59,1,0.383502228
Male,19,0,0.403617897
Female,115,1,0.322471265
Female,89,0,0.824040819
Male,4,1,0.517889699
Male,58,0,0.400772677
Male,27,1,0.980892556
Male,83,0,0.949972875
Male,4,1,0.873714102
Female,14,0,0.402525405
Male,27,1,0.765593367
Male,7,1,0.170466658
Male,78,0,0.134639706
Female,81,1,0.84561384
Female,38,0,0.823271069
Male,12,1,0.570613516
Female,87,1,0.316834153
Female,89,0,0.292206353
Male,116,0,0.14026562
Female,51,0,0.927505544
Female,53,1,0.271177268
Male,68,1,0.576108745
Female,36,1,0.689140254
Male,68,1,0.949548983
Female,9,1,0.263797141
Male,52,1,0.344555418
Male,20,0,0.687038181
Male,27,1,0.144054155
Female,53,1,0.226146637
Female,64,1,0.506285968
Female,10,1,0.397330718
Female,39,0,0.091211357
Female,49,1,0.042483107
Female,44,1,0.814995383
Female,95,1,0.022243591
Male,90,1,0.742237082
Male,90,1,0.779904404
Male,90,1,0.576250748
Male,67,1,0.881301372
Female,93,0,0.356445064
Female,99,0,0.673915964
Female,63,0,0.834408205
Female,31,0,0.693464311
Male,120,1,0.543944574
Male,20,0,0.110271805
Male,37,1,0.192057821
Male,78,0,0.600959642
Female,49,1,0.292930466
Female,98,1,0.160198378
Female,81,1,0.503376767
Female,43,1,0.809512872
Male,110,1,0.189415664
Female,69,1,0.695470654
Male,28,1,0.529157288
Female,106,1,0.9643981
Male,8,0,0.531985464
Male,60,1,0.918406572
Male,27,1,0.419165404
Female,10,1,0.151897481
Female,54,1,0.059308829
Male,50,0,0.544864084
Male,28,1,0.995997388
Male,12,1,0.940073279
Female,97,1,0.582851604
Female,72,0,0.485737102
Male,67,1,0.485723383
Male,58,0,0.104089105
Male,110,1,0.863297495
Female,85,1,0.725697681
Male,15,1,0.889991707
Female,106,1,0.273691149
Male,40,1,0.241077393
Female,86,1,0.217046842
Female,86,1,0.203440081
Female,16,0,0.390874811
Male,7,1,0.50279242
Male,35,1,0.276699085
Female,34,1,0.788059423
Female,23,0,0.815469748
Female,34,1,0.746179063
Male,24,0,0.404817354
Female,80,0,0.661140692
Female,82,0,0.367817668
Female,109,1,0.489902663
Female,43,1,0.833846759
Female,59,1,0.010021276
Male,70,0,0.117088288
Male,113,0,0.546396723
Female,99,0,0.50570536
Male,112,0,0.476248036
Male,74,1,0.606129068
Male,48,1,0.122693646
Male,12,1,0.898168733
Male,76,1,0.85469539
Female,54,1,0.539844409
Female,44,1,0.149006005
Female,63,0,0.184286919
Female,31,0,0.180814037
Male,62,1,0.979557528
Male,26,1,0.94732983
Female,75,0,0.827435781
Male,18,0,0.294913655
Male,28,1,0.420963328
Female,29,0,0.157027102
Female,86,1,0.804213366
Female,98,1,0.717713521
Male,120,1,0.751756118
Male,32,0,0.528371959
Male,67,1,0.04396775
Female,38,0,0.82134884
Male,25,0,0.539738785
Female,23,0,0.110912288
Female,54,1,0.764252264
Male,68,1,0.954289765
Male,20,0,0.830914983
Female,96,0,0.096931124
Male,6,1,0.46434491
Female,41,0,0.156014377
Male,27,1,0.9690252
Male,67,1,0.832629586
Male,113,0,0.876734633
Female,3,0,0.635161038
Male,21,1,0.146965293
Male,120,1,0.712076422
Female,69,1,0.958792939
Female,81,1,0.628591056
Female,69,1,0.871339145
Female,85,1,0.292984097
Male,117,0,0.617384664
Female,3,0,0.635205256
Female,31,0,0.777683294
Male,27,1,0.534835754
Female,63,0,0.889041449
Female,115,1,0.43871891
Male,68,1,0.882608952
Male,32,0,0.605465226
Female,109,1,0.682100375
Male,77,1,0.391814849
Female,23,0,0.126519102
Female,102,1,0.767959695
Female,79,0,0.492051761
Female,96,0,0.207456284
Female,64,1,0.265620469
Female,61,0,0.851565058
Female,14,0,0.569550303
Female,75,0,0.966510517
Female,99,0,0.947204033
Male,74,1,0.66957861
Female,93,0,0.694780097
Male,92,0,0.143263362
Female,88,0,0.883152119
Female,53,1,0.932836112
Female,3,0,0.601401588
Male,37,1,0.438997655
Female,100,0,0.591124358
Male,58,0,0.573795046
Male,55,0,0.96308373
Female,101,0,0.428054416
Female,85,1,0.520181763
Female,30,1,0.520352718
Female,106,1,0.391997047
Male,8,0,0.855260577
Female,59,1,0.81103471
Male,56,0,0.101068299
Male,2,1,0.507511967
Male,37,1,0.134809436
Female,81,1,0.045310069
Male,52,1,0.681918981
Female,44,1,0.555630147
Male,120,1,0.720570634
Male,68,1,0.764064265
Male,50,0,0.187536055
Male,57,1,0.619193104
Female,41,0,0.676082936
Male,28,1,0.812558011
Male,1,0,0.368473111
Male,110,1,0.087670596
Male,35,1,0.757312623
Male,52,1,0.268067668
Male,78,0,0.128874525
Male,56,0,0.405021107
Female,31,0,0.173026266
Female,101,0,0.801035167
Female,41,0,0.684939178
Male,94,0,0.46054781
Female,111,0,0.361776308
Male,55,0,0.60100155
Male,40,1,0.971204624
Male,94,0,0.574742444
Female,72,0,0.093221859
Male,65,0,0.12819777
Female,61,0,0.810832146
Male,62,1,0.127394653
Female,66,0,0.242431376
Male,17,0,0.376144833
Male,56,0,0.98232186
Female,104,1,0.68966313
Male,56,0,0.793775751
Male,19,0,0.75848115
Female,111,0,0.763211224
Male,21,1,0.587924726
Female,11,1,9.62569E-05
Male,70,0,0.57334004
Male,114,1,0.760567852
Female,82,0,0.70511294
Female,96,0,0.866316239
Male,68,1,0.282143375
Male,19,0,0.996134392
Female,75,0,0.337195773
Male,116,0,0.120712377
Male,110,1,0.165819907
Female,119,1,0.023980553
Male,103,0,0.559878707
Male,2,1,0.182134442
Female,14,0,0.502034487
Male,55,0,0.629375166
Male,35,1,0.600690925
Female,115,1,0.039022778
Female,39,0,0.799525886
Male,32,0,0.687232598
Female,64,1,0.354813762
Male,117,0,0.174087967
Female,79,0,0.762729362
Male,25,0,0.264929376
Male,15,1,0.896636734
Male,20,0,0.903924794
Female,64,1,0.439224249
Male,27,1,0.62482548
Male,40,1,0.527868954
Female,81,1,0.468219633
Male,18,0,0.692694907
Male,120,1,0.315457674
Male,50,0,0.307611132
Male,17,0,0.59327783
Male,27,1,0.788381274
Male,103,0,0.125436072
Male,117,0,0.804787125
Male,28,1,0.794262658
Male,113,0,0.319964318
Female,13,0,0.641010164
Female,80,0,0.129213568
Male,28,1,0.921796646
Female,11,1,0.740655405
Male,110,1,0.302460384
Female,82,0,0.303668766
Male,22,0,0.169173028
Female,96,0,0.35339478
Male,57,1,0.971692291
Female,11,1,0.546026555
Male,2,1,0.782917263
Female,54,1,0.192408867
Female,46,0,0.353034065
Female,102,1,0.460596674
Male,40,1,0.316859406
Male,107,0,0.700767997
Male,35,1,0.172312578
Male,19,0,0.495573452
Female,102,1,0.484394147
Female,101,0,0.999355746
Female,46,0,0.097432944
Female,85,1,0.253676081
Female,96,0,0.72322838
Female,79,0,0.000136427
Female,54,1,0.577736549
Male,42,1,0.175022104
Female,61,0,0.259296425
Female,31,0,0.557995489
Male,120,1,0.379758614
Female,23,0,0.626380936
Female,3,0,0.797270197
Male,40,1,0.714476485
Female,91,0,0.393021616
Male,6,1,0.557641594
Male,113,0,0.986127106
Female,106,1,0.900354308
Male,117,0,0.231615465
Female,115,1,0.109922835
Male,24,0,0.736008103
Female,41,0,0.073270999
Female,13,0,0.121105241
Female,69,1,0.519248834
Female,10,1,0.652193899
Male,103,0,0.951318932
Female,75,0,0.699176701
Male,76,1,0.563591345
Female,100,0,0.788402916
Male,24,0,0.72545076
Female,96,0,0.77153509
Male,40,1,0.447604885
Female,64,1,0.13626877
Male,116,0,0.111078345
Female,104,1,0.568987125
Male,15,1,0.432978826
Male,90,1,0.199061083
Female,99,0,0.720713026
Male,12,1,0.939012815
Male,12,1,0.350981387
Female,96,0,0.643819871
Female,38,0,0.290422913
Female,46,0,0.21668449
Female,93,0,0.990251742
Female,104,1,0.114527606
Female,85,1,0.632170753
Female,75,0,0.195164972
Male,103,0,0.565069627
Female,82,0,0.573056245
Female,9,1,0.548657047
Male,76,1,0.333353845
Male,65,0,0.774368589
Female,99,0,0.731657777
Female,119,1,0.393093438
Female,33,1,0.817905963
Female,75,0,0.213711819
Female,30,1,0.769103669
Female,87,1,0.74154661
Male,7,1,0.002309213
Male,113,0,0.24039893
Female,45,0,0.325288247
Male,78,0,0.97509221
Male,52,1,0.565876029
Female,64,1,0.812163366
Male,22,0,0.830115223
Female,54,1,0.599177172
Female,82,0,0.341897128
Male,7,1,0.594653414
Female,10,1,0.827188536
Female,36,1,0.420480919
Male,25,0,0.678873751
Male,26,1,0.780116184
Male,62,1,0.3717867
Male,94,0,0.173676
Female,5,1,0.53040865
Female,33,1,0.401480606
Female,85,1,0.684199918
Female,93,0,0.869010233
Female,81,1,0.580127479
Male,35,1,0.371347415
Male,32,0,0.395968975
Male,112,0,0.719441059
Male,12,1,0.269702829
Female,30,1,0.089587326
Male,27,1,0.031410475
Male,114,1,0.337905477
Male,15,1,0.318252166
Female,72,0,0.882067825
Male,117,0,0.330423279
Male,56,0,0.860520456
Female,45,0,0.467468942
Female,29,0,0.374618851
Female,13,0,0.220454512
Male,120,1,0.450817451
Male,57,1,0.473164455
Male,19,0,0.26593326
Female,93,0,0.06108943
Male,50,0,0.319093313
Female,111,0,0.523035612
Female,10,1,0.594684344
Male,105,0,0.147226477
Female,59,1,0.943564776
Female,9,1,0.684895978
Female,41,0,0.369315392
Female,41,0,0.041813808
Male,77,1,0.95605789
Male,84,1,0.699385551
Female,13,0,0.565706652
Female,59,1,0.579507508
Female,11,1,0.358953771
Male,78,0,0.955206518
Male,73,0,0.565382941
Female,44,1,0.15069252
Female,111,0,0.188901002
Female,51,0,0.500303636
Female,46,0,0.97501295
Female,44,1,0.233764902
Female,53,1,0.564070678
Female,72,0,0.995031773
Female,87,1,0.265200066
Male,48,1,0.710342524
Male,6,1,0.977254582
Male,56,0,0.690816828
Male,15,1,0.322810983
Female,3,0,0.227188582
Male,105,0,0.392446169
Female,101,0,0.520872287
Male,22,0,0.70033619
Male,78,0,0.352143052
Male,4,1,0.474775134
Male,26,1,0.174156234
Female,36,1,0.481226576
Female,75,0,0.482297691
Female,14,0,0.325980272
Male,21,1,0.989218668
Female,89,0,0.790705794
Male,27,1,0.167156678
Male,27,1,0.620854127
Male,18,0,0.49418021
Male,25,0,0.463894964
Female,41,0,0.4366944
Male,35,1,0.741402757
Male,116,0,0.2630117
Male,77,1,0.759113586
Male,103,0,0.534849106
Female,43,1,0.592900838
Female,34,1,0.721626861
Female,81,1,0.973527942
Male,40,1,0.089519694
Male,1,0,0.642284455
Male,65,0,0.278135082
Male,118,1,0.684275296
Female,46,0,0.013055865
Male,12,1,0.259958787
Male,74,1,0.298756628
Male,74,1,0.072757526
Male,84,1,0.111333243
Male,78,0,0.891300072
Female,111,0,0.414779191
Female,87,1,0.771874926
Female,63,0,0.293127231
Female,89,0,0.056165304
Female,79,0,0.243297544
Female,46,0,0.500937847
Female,119,1,0.809672748
Female,36,1,0.094148315
Female,49,1,0.907095804
Male,26,1,0.80332498
Female,64,1,0.203000756
Male,27,1,0.097515103
Male,25,0,0.585024505
Male,77,1,0.506906686
Male,42,1,0.960320816
Female,51,0,0.432086352
Male,7,1,0.64597796
Male,20,0,0.88152036
Male,56,0,0.700316081
Female,44,1,0.321816668
Male,4,1,0.625160658
Female,80,0,0.527360994
Male,19,0,0.827722946
Male,26,1,0.359559986
Male,18,0,0.990196294
Female,29,0,0.575792426
Male,12,1,0.829973729
Female,9,1,0.995841955
Female,85,1,0.155804759
Female,89,0,0.601365968
Female,87,1,0.366579516
Female,46,0,0.629126272
Female,46,0,0.778819028
Female,104,1,0.124792312
Female,89,0,0.061478268
Female,119,1,0.751635275
Male,17,0,0.718593296
Male,18,0,0.729504729
Male,17,0,0.706577272
Male,4,1,0.258017042
Female,69,1,0.036177543
Female,87,1,0.655448131
Female,30,1,0.085633717
Male,70,0,0.871175753
Male,90,1,0.833303665
Female,64,1,0.755460143
Male,92,0,0.214053384
Male,12,1,0.280790421
Female,86,1,0.320343586
Male,105,0,0.485603672
Male,57,1,0.221200976
Male,107,0,0.045763391
Female,106,1,0.490922182
Male,56,0,0.083289853
Female,79,0,0.807921792
Male,12,1,0.541333895
Male,83,0,0.52801057
Male,70,0,0.581347299
Male,73,0,0.023400079
Female,49,1,0.453241839
Male,120,1,0.325415911
Female,99,0,0.506296921
Female,11,1,0.437591174
Female,5,1,0.188809136
Female,36,1,0.657477372
Male,73,0,0.340797116
Male,32,0,0.865129147
Female,11,1,0.405349004
Female,101,0,0.192382481
Female,82,0,0.912513848
Female,97,1,0.833076897
Female,82,0,0.870465867
Female,97,1,0.923034383
Female,99,0,0.88079476
Female,82,0,0.848620259
Male,25,0,0.1302661
Male,47,0,0.533981136
Female,33,1,0.369015958
Male,62,1,0.751789145
Female,100,0,0.259552742
Female,63,0,0.435753561
Male,103,0,0.825749941
Female,96,0,0.022901501
Male,73,0,0.522307423
Female,13,0,0.379525358
Female,36,1,0.495953278
Female,41,0,0.424028087
Male,62,1,0.275673342
Male,65,0,0.97045416
Male,71,0,0.266990735
Female,10,1,0.418455821
Male,37,1,0.44211358
Male,24,0,0.532659466
Female,53,1,0.718191536
Female,75,0,0.309516894
Male,92,0,0.127791372
Female,82,0,0.797955556
Female,96,0,0.950269312
Male,116,0,0.024490256
Female,61,0,0.506973278
Male,35,1,0.900419475
Male,92,0,0.249608369
Male,62,1,0.047480436
Male,114,1,0.434821034
Female,38,0,0.357013515
Male,116,0,0.016208497
Female,53,1,0.126978564
Female,34,1,0.951139105
Female,14,0,0.603589071
Female,61,0,0.511782166
Male,35,1,0.829735625
Male,55,0,0.602463476
Female,61,0,0.492865193
Male,103,0,0.547439176
Female,49,1,0.680820982
Male,70,0,0.760129562
Female,3,0,0.13907973
Male,50,0,0.69470204
Female,115,1,0.735994175
Female,34,1,0.774373677
Male,20,0,0.176087865
Female,64,1,0.744253679
Female,44,1,0.689020805
Female,59,1,0.609726184
Female,108,1,0.970731798
Female,119,1,0.764951158
Male,8,0,0.442044527
Female,51,0,0.950632196
Male,15,1,0.234460459
Male,1,0,0.467203467
Male,1,0,0.255377501
Male,2,1,0.615665176
Male,107,0,0.932993846
Female,89,0,0.851760854
Female,23,0,0.374674771
Female,14,0,0.804318861
Female,75,0,0.08427603
Female,79,0,0.686686879
Female,100,0,0.15241785
Male,70,0,0.963459495
Female,80,0,0.291828267
Female,79,0,0.971569884
Male,40,1,0.339475111
Female,106,1,0.124078597
Male,117,0,0.99542857
Male,4,1,0.402654403
Male,48,1,0.59865415
Male,47,0,0.329409824
Female,115,1,0.319483469
Female,10,1,0.391518513
Female,54,1,0.332157047
Male,2,1,0.698168218
Female,97,1,0.863603908
Female,89,0,0.521963477
Male,118,1,0.111710735
Female,104,1,0.880290619
Female,66,0,0.721794899
Male,22,0,0.188735013
Female,115,1,0.815788331
Male,2,1,0.40603748
Female,61,0,0.400386789
Female,10,1,0.57946276
Female,41,0,0.683368737
Male,105,0,0.599082833
Male,76,1,0.907966981
Female,100,0,0.782340479
Female,85,1,0.326727081
Female,111,0,0.862183383
Male,110,1,0.027506577
Female,102,1,0.018394014
Female,111,0,0.317969773
Male,24,0,0.375910235
Male,28,1,0.917284466
Male,118,1,0.223418595
Female,49,1,0.410413802
Male,50,0,0.969227589
Male,37,1,0.984596795
Female,23,0,0.405136934
Male,19,0,0.669887695
Male,90,1,0.152558451
Female,66,0,0.411988428
Male,62,1,0.313743054
Male,77,1,0.297938865
Female,16,0,0.09081468
Female,95,1,0.07571229
Female,49,1,0.212462094
Male,7,1,0.795967592
Female,99,0,0.133687592
Male,25,0,0.045267357
Male,24,0,0.766855363
Female,97,1,0.418449583
Male,52,1,0.687617295
Female,66,0,0.983767327
Male,67,1,0.787771705
Female,109,1,0.586554914
Male,21,1,0.819889773
Male,25,0,0.03679817
Female,53,1,0.2407764
Male,22,0,0.628130457
Male,15,1,0.810127781
Female,85,1,0.676025247
Female,75,0,0.926083903
Female,97,1,0.78923717
Female,53,1,0.227045298
Male,57,1,0.224793254
Female,100,0,0.059030146
Female,39,0,0.601319145
Female,98,1,0.304298704
Male,15,1,0.599330939
Female,29,0,0.40622234
Male,103,0,0.472177776
Female,111,0,0.540040419
Female,104,1,0.691924257
Male,90,1,0.780930016
Male,70,0,0.030920149
Male,94,0,0.10916871
Female,109,1,0.17544819
Male,24,0,0.049945077
Male,103,0,0.614669137
Female,86,1,0.43431029
Male,92,0,0.53077559
Female,69,1,0.615765844
Male,57,1,0.884032697
Female,111,0,0.904505526
Female,54,1,0.871302351
Male,24,0,0.844199155
Female,43,1,0.550900106
Female,14,0,0.477563302
Female,43,1,0.766190151
Female,54,1,0.120368332
Male,48,1,0.563331238
Male,1,0,0.330675057
Female,33,1,0.267170172
Male,48,1,0.287062457
Female,30,1,0.077720451
Male,118,1,0.749843808
Male,90,1,0.708619177
Male,114,1,0.891522474
Female,80,0,0.925498979
Female,13,0,0.702582333
Male,8,0,0.291354733
Male,7,1,0.195665213
Male,28,1,0.143982427
Male,4,1,0.110350873
Male,8,0,0.815361537
Male,110,1,0.027127484
Male,83,0,0.501749861
Male,7,1,0.872025816
Female,104,1,0.42627
Female,82,0,0.050267964
Female,54,1,0.779841712
Male,113,0,0.421264343
Female,86,1,0.315299263
Female,45,0,0.99750052
Male,48,1,0.677494012
Male,56,0,0.839069041
Male,58,0,0.352119857
Female,38,0,0.492031793
Male,67,1,0.122094194
Female,10,1,0.091295194
Female,30,1,0.141451337
Male,84,1,0.632079695
Male,92,0,0.397398239
Female,104,1,0.813506724
Male,92,0,0.054982352
Male,57,1,0.33621481
Male,37,1,0.11748837
Male,114,1,0.816050174
Female,43,1,0.357528983
Male,116,0,0.471088353
Female,97,1,0.253912854
Female,75,0,0.746661699
Male,42,1,0.017370648
Male,55,0,0.319616467
Male,12,1,0.964891624
Female,111,0,0.987048543
Male,107,0,0.981610298
Female,23,0,0.903530806
Male,62,1,0.50716277
Male,52,1,0.012088374
Male,113,0,0.43717713
Female,49,1,0.383860558
Male,116,0,0.934485037
Female,39,0,0.321448855
Female,86,1,0.170778948
Female,86,1,0.275267597
Female,11,1,0.726480278
Female,39,0,0.263405696
Male,105,0,0.963731176
Male,77,1,0.927277272
Female,88,0,0.618787132
Male,67,1,0.537838949
Female,95,1,0.931810864
Male,48,1,0.590499347
Male,70,0,0.220602966
Female,13,0,0.406132714
Female,29,0,0.051403496
Female,79,0,0.544522379
Female,46,0,0.31034686
Male,17,0,0.93348644
Female,79,0,0.152054347
Male,105,0,0.216377002
Male,22,0,0.276336158
Male,71,0,0.179790663
Male,17,0,0.536717037
Female,80,0,0.14292873
Male,24,0,0.612773483
Female,39,0,0.857370929
Male,76,1,0.406967665
Male,40,1,0.021639131
Male,76,1,0.992924657
Female,69,1,0.444696529
Male,92,0,0.218193813
Female,82,0,0.412789178
Female,3,0,0.600989013
Female,39,0,0.091219908
Male,15,1,0.133586111
Female,38,0,0.456801871
Female,96,0,0.168454004
Male,92,0,0.019862733
Female,82,0,0.943660661
Female,93,0,0.080165218
Female,80,0,0.489613939
Female,51,0,0.842915842
Female,54,1,0.594474698
Male,118,1,0.692976247
Male,76,1,0.24149532
Female,16,0,0.599281066
Female,31,0,0.958768875
Female,102,1,0.533606004
Female,86,1,0.214941036
Male,42,1,0.7725294
Male,112,0,0.750479654
Male,35,1,0.287989486
Female,104,1,0.299769055
Female,43,1,0.443389684
Female,79,0,0.986423793
Female,108,1,0.550721685
Female,81,1,0.491255394
Female,14,0,0.374774041
Female,87,1,0.434235391
Male,65,0,0.855058866
Male,47,0,0.453480556
Male,60,1,0.844765622
Female,98,1,0.571628406
Female,43,1,0.874063363
Male,19,0,0.795644145
Female,97,1,0.157796928
Male,55,0,0.593122148
Female,10,1,0.106777673
Female,100,0,0.920633259
Male,62,1,0.651655379
Male,50,0,0.44437034
Male,24,0,0.482098584
Female,5,1,0.879297453
Female,29,0,0.745964848
Female,72,0,0.178336985
Female,104,1,0.35787883
Female,98,1,0.766206822
Male,20,0,0.94744109
Male,35,1,0.739647558
Female,30,1,0.318999532
Female,10,1,0.141714329
Female,5,1,0.000788584
Male,25,0,0.154772879
Male,24,0,0.661443372
Female,95,1,0.420593238
Male,1,0,0.830799238
Female,88,0,0.068290178
Female,16,0,0.645429403
Female,85,1,0.466985725
Female,69,1,0.946770757
Female,89,0,0.136500442
Male,40,1,0.81579889
Female,80,0,0.408383318
Female,91,0,0.211301219
Female,64,1,0.867320191
Male,1,0,0.169297938
Male,58,0,0.434985557
Male,20,0,0.364739753
Female,72,0,0.634096169
Female,102,1,0.639826083
Male,92,0,0.45671448
Female,109,1,0.447585326
Male,90,1,0.116570044
Male,56,0,0.25942134
Female,53,1,0.392956669
Male,105,0,0.872250975
Male,83,0,0.377560704
Male,7,1,0.736924556
Male,50,0,0.588348732
Female,16,0,0.337491103
Male,62,1,0.451827359
Female,3,0,0.746647828
Male,50,0,0.247248058
Male,40,1,0.150154208
Female,38,0,0.697414267
Male,58,0,0.523195677
Male,73,0,0.162763871
Female,45,0,0.684688374
Female,36,1,0.705879931
Male,12,1,0.133037683
Male,28,1,0.899466301
Male,40,1,0.473987773
Female,11,1,0.205441484
Male,40,1,0.407711883
Male,110,1,0.206770117
Female,38,0,0.063159216
Female,39,0,0.731432737
Female,46,0,0.575176771
Female,61,0,0.902811474
Female,49,1,0.254580531
